序号,上部温度1,上部温度2,上部温度3,上部温度4,上部温度5,上部温度6,上部温度7,上部温度8,上部温度9,上部温度10,上部温度11,上部温度12,上部温度13,上部温度14,上部温度15,上部温度16,上部温度17,下部温度1,下部温度2,下部温度3,下部温度4,下部温度5,下部温度6,下部温度7,下部温度8,下部温度9,下部温度10,下部温度11,下部温度12,下部温度13,下部温度14,下部温度15,下部温度16,下部温度17
5623,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5624,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5625,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5626,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5627,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5628,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5629,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5630,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5631,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5632,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5633,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5634,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5635,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5636,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5637,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5638,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5639,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5640,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5641,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5642,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5643,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5644,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5645,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5646,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5647,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5648,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5649,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5650,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5651,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5652,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5653,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5654,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5655,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5656,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5657,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5658,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5659,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5660,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5661,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5662,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5663,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5664,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5665,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5666,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5667,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5668,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5669,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5670,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5671,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5672,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5673,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5674,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5675,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5676,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5677,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5678,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5679,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5680,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5681,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5682,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5683,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5684,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5685,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5686,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5687,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5688,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5689,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5690,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5691,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5692,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5693,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5694,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5695,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5696,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5697,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5698,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5699,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5700,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5701,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5702,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5703,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5704,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5705,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5706,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5707,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5708,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5709,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5710,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5711,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5712,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5713,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5714,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5715,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5716,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5717,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5718,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5719,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5720,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5721,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5722,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5723,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5724,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5725,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5726,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5727,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5728,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5729,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5730,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5731,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5732,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5733,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5734,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5735,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5736,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5737,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5738,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5739,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5740,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5741,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5742,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5743,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5744,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5745,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5746,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5747,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
5748,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
